商家名称,商家地址,纬度,经度,营业时间,评价,评价数
乐享汉堡,天津市津南区双桥河镇祥水馨苑商业街福和园21号楼8号店铺,38.998337,117.3166,['09:50/22:00'],4.6,39
乐健时代健身餐,天津市南开区林苑道36号增4号,39.058229,117.115249,"['10:00/13:50', '16:00/20:00']",4.5,422
乐博水站,天津市津南区咸水沽镇景明花园19-2-102,38.99792,117.386024,['00:00/24:00'],4.8,8
乐品客汉堡,天津市津南区辛庄镇白塘口村西,38.997974,117.313084,['09:30/21:00'],4.4,144
乐天派超市,北辰区天穆镇刘房子荣国路21号,39.188385,117.122444,['07:00/20:40'],4.8,1634
乐奇士炸鸡汉堡,天津市北辰区天穆镇刘房子沁芳里增3号-1,39.183922,117.125237,['09:00/22:15'],4.8,406
乐家悦超市,天津市河西区黑牛城道纪发大厦21号车库,39.073343,117.199831,['00:00/24:00'],4.8,526
乐尚客披萨,"天津市西青区精武镇付村路星期八小镇商业街3-1-A,B43号",39.053801,117.121895,['09:10/21:30'],4.9,45
乐尚客披萨意面(河东万达店),天津市河东区津滨大道53号101（万达室内步行街三层368、369号）,39.124283,117.254386,['10:00/21:30'],4.7,97
乐巢网咖,天津市津南区咸水沽镇南洋静怡里18号楼职工文化中心,39.016581,117.367449,['00:00/24:00'],0,0
乐桥居酒屋,天津市和平区劝业场街如意里6号101、201、202,39.124699,117.196408,['11:00/23:00'],0,0
乐森汉堡(商贸城店),天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街D座1层45号,39.09747,117.100493,['09:10/22:00'],4.6,77
乐森汉堡(迎水道店),天津市南开区王顶堤迎水道明园里2号楼4门105,39.091257,117.138056,['10:45/02:30'],4.8,229
乐滋西餐厅,天津市西青区张家窝镇杰盛里53-4-102室,39.076452,117.023474,['10:00/23:10'],5,4
乐生活炸鸡汉堡简餐(万博广场店),天津市武清区杨村街建设路东侧万博广场4-20,39.369188,117.059796,['00:00/24:00'],4.7,478
"乐番煲仔饭 砂锅粥",天津市河西区大沽南路882号门脸房（东侧第三间）,39.086092,117.239519,['09:00/04:00'],4.8,94
乐盈家常菜,天津市南开区万德庄大街129号,39.120758,117.173968,"['09:50/14:15', '16:35/21:00']",4.7,3298
乐祥饭店,天津市西青区外环线高速公路9号桥西王顶堤商贸管理有限公司商贸街100号,39.082906,117.110037,['10:30/19:30'],4.7,0
乐而美（万源路店）,天津市西青区中北镇万源路菜市场北街2号,39.117111,117.085037,['07:00/24:00'],4.8,844
乐而美汉堡,天津市津南区咸水沽镇紫江路市场A区楼梯间,38.999634,117.327225,['09:00/22:20'],4.7,109
乐蜀汉堡店,天津市西青区精武镇付村商业街C区337-3,39.053532,117.123253,['10:30/22:00'],5,2
乔壹蛋糕?,天津市河东区津塘路156号紫乐广场紫乐明轩地下-178,39.115389,117.277383,['09:00/09:05'],0,0
九五饺子坊(碧水家园店),天津市西青区中北镇新科道碧水家园甜水街一层05号,39.105682,117.100897,['10:30/21:30'],5,2
九号料理,天津市西青区复康路196号王顶堤旧机动车交易市场商业街72号,39.099827,117.128554,['09:50/21:00'],4.8,607
九品太煲家常菜馆,天津市河西区绥江道81号3-38,39.056507,117.213668,['09:55/22:50'],4.9,38
九品火锅鸡・部队火锅,天津市河东区大王庄街道八纬路98号一层114号,39.121445,117.227763,['11:00/21:30'],0,0
九品焖锅世家（社会山店）,天津市西青区张家窝镇社会山广场2号楼二层215号商铺,39.052627,117.050085,['10:00/22:00'],0,0
九块九家常菜,天津市河北区华泰道295号,39.167778,117.189251,"['10:10/14:00', '16:15/21:30']",5,9
九块九脆皮鸡烤肉拌饭,天津市西青区中北镇侯台农贸市场A2排-13号,39.103111,117.100896,['09:00/21:30'],4.3,140
九如津典烤鸭坊,天津市南开区黄河道20-58双号房屋,39.138723,117.167187,"['10:00/14:00', '16:30/21:00']",4.8,4
九姑包子(杰盛里店),天津市西青区张家窝镇杰盛里46号楼1门102号底商,39.066836,117.032735,['06:30/14:00'],4.7,33
九宫煮（华庄店）,天津市津南区长青科工贸园区上海街18号B区3127,39.078147819775,117.089419960337,['09:00/21:00'],4.7,39
九怡岛骨头馆,天津市西青区张家窝玉锦路15-6号门脸,39.061576,117.040605,['10:00/22:00'],3,0
九星椒麻辣烫,天津市津南区咸水沽镇金旭里小区54号,39.015009,117.369359,['09:00/22:00'],4.4,256
九毛九（天津新业广场店）,天津市河西区黑牛城道125号二层A222号,39.07783,117.21365,"['11:00/14:00', '17:00/21:00']",4.8,227
九毛九(天津水游城店),天津市红桥区大丰路18号F3AS06-2,39.147558,117.169784,"['11:00/14:30', '17:00/21:00']",4.9,167
九瀛饭店,1,39.01501,117.36936,['09:00/21:30'],4.4,41
九禾寿司,天津市红桥区咸阳路10号,39.148596,117.138429,['10:00/21:00'],4.8,22
九禾寿司(奥城店),奥城商业广场18-1-309,39.078014,117.168296,['10:00/21:00'],4.7,174
九禾寿司(河东店),天津市河东区复兴庄南横街27号3-1-01,39.13837,117.222006,['10:00/21:00'],4.8,68
九记津菜面馆,天津市红桥区邵公庄街道西青道高层旁网点B区2门,39.155692,117.151542,['10:30/21:30'],4.8,88
九重香辣,天津市河西区大沽南路1118号天津泉汇购物广场步行街底商37号,39.067592,117.282791,['16:00/02:00'],4.8,108
九阳湘菜馆,天津市四季村蔬菜市场30号,39.109877,117.167064,"['08:20/14:30', '15:15/22:30']",4.7,439
书亦烧仙草(天津河西爱国楼店),河西区爱国楼35-101-104,39.098188,117.217951,['00:00/23:55'],4.8,122
买又大炒你妹私房小份菜,河西区信昌大楼16门1栋114-117室,39.102772,117.22017,['07:00/03:00'],4.6,3790
二人锅(天津奥园店),天津市北辰区瑞景街龙泉道北侧（乐天玛特超市一楼）,39.200092,117.120301,['10:00/21:00'],4.7,193
二人锅（天津湾店）,河西区南北大街1号三层301,39.096496,117.24071,['10:00/21:00'],4.6,30
二人锅(天邦店),天津市河西区大沽南路1118号长湖大润发超市一层1001号,39.068205,117.280769,['10:00/21:00'],4.8,211
二人锅(紫金山大润发店),天津市河西区黑牛城道与紫金山路交口昆山润华商业有限公司天津分公司内1042号,39.074792,117.201477,['10:30/20:30'],4.9,48
二十五块半(哈尔滨道店),天津市和平区劝业场街哈尔滨道126号1楼,39.124608,117.201439,['09:30/20:00'],4.8,371
二十五块半（天津华苑店）,天津市西青区复康路196号王顶堤旧机动车交易市场商业街59号,39.099964,117.128794,['09:50/20:00'],4.8,555
二十五块半(西青大学城店),天津市西青区精武镇学畔馨园S8-109,39.049008,117.120879,['09:30/21:00'],4.4,255
二十五块半（鞍山西道店）,天津市南开区鞍山西道402号,39.116559,117.154962,['10:00/20:00'],4.8,280
二华砂锅(西青店),天津市西青区大寺镇倪黄庄村环宇路4号,39.028853,117.225485,['17:00/01:00'],4.8,497
二吃兄炒饭,天津市东丽区万新街道先锋路61号汇城广场（恒星世界）五层8524-1号,39.084672,117.306668,['10:00/20:00'],4.7,137
二哥烤肉拌饭,天津市河东区春华街道月光园20-114号,39.142122,117.209521,['10:00/23:55'],4.6,45
二大爷烧烤,天津市河北区新开河街京津公路142号Z区18号,39.181022,117.191998,['10:30/23:00'],4.7,273
二姐家三个拿手菜,天津市河西区大沽南路949号,39.086481,117.236744,['11:00/22:45'],4.8,387
二姐家三个拿手菜(西湖道店),天津市南开区万兴街西湖道41号增1号,39.120046,117.15497,['10:00/22:00'],4.8,82
二姑包子(大学城店),天津市西青区精武镇学畔馨园S3A-111,39.04916,117.123857,['08:00/20:30'],3.8,35
二嫂子煎饼果子,天津市南开区鼓楼东街1-61,39.141321,117.184886,['00:00/24:00'],4.7,466
二嫂馅饼,天津市南开区鞍山西道382号,39.116344,117.155639,"['10:30/14:00', '16:30/19:00']",4.6,34
二子果木烤鸭,天津市煤业建筑器材南开公司家美横江蔬菜市场53号摊,39.100963,117.139182,['09:30/01:00'],4.9,412
二子烧烤大排档,天津市河东区清霖园二区2-111,39.154792,117.254473,['16:15/02:25'],4.9,712
二师兄的脊梁(万达店),天津市河东区津滨大道53号-1071室,39.125239,117.253341,['11:00/20:30'],5,4
于得水麻辣烫,天津市西青区精武镇付村路星期八小镇商业街3-1-42号,39.053577,117.122343,"['10:00/14:00', '16:00/20:30']",4.6,952
于记板面,天津市河东区万东路6号-1,39.144274,117.26483,['08:00/21:30'],4.7,199
于记板面王,天津市南开区园荫北里13-2-101,39.092543,117.141324,['08:00/23:00'],4.9,7
于记黄焖鸡(龙禧园店),红桥区涟源路2号（天津广发源市场C区018号）,39.162201,117.149586,['10:00/22:30'],4.9,124
云南大理寺过桥米线,天津市红桥区大胡同新开街2号天一坊A5,39.148458,117.188949,['09:30/22:00'],4.7,1050
云南正宗过桥米线,南开区淦江西里综合商店1号,39.102147,117.142797,['00:00/24:00'],4.7,731
云南砂锅过桥米线,天津市西青区怡和村大明道16号,39.183438,117.129547,['09:00/22:30'],4.6,215
云南米线,天津市津南区双林街道办事处渌水道天津职业技术师范学院南侧地铁总公司北侧B区8号,39.058445,117.297193,['09:00/22:00'],4.9,17
云南过桥米线,天津市四季村蔬菜市场内东2号,39.108958,117.164669,['10:00/21:30'],5,0
云南过桥米线(七纬路店),天津市河东区大王庄街道十二经路六号楼2-101-104,39.121434,117.226373,['09:00/23:55'],5,0
云南过桥米线(中山门二号路店),天津市河东区中山门二号路和盛公寓底商8号楼115号B区,39.1095992791908,117.256485753204,['09:00/24:00'],4.8,775
云南过桥米线（五号路店）,天津市河北区王串场街华屏里14-20栋14门,39.157689,117.227686,['10:00/03:00'],4.7,104
云南过桥米线（八纬路店）,天津市河东区大王庄街道八纬路109号家家福市场H-14号,39.119586,117.232572,['09:40/24:00'],4.7,404
云南过桥米线(张家窝店),天津市西青区张家窝镇瑞欣商业广场B区1层09号,39.0526,117.04585,['09:30/22:00'],4.8,9
云南过桥米线（新开路店）,天津市河北区淮安西道6号,39.146717,117.212959,['09:00/24:00'],4.6,1410
云南过桥米线(新环路店),天津市河东区春华街明和里小区4号楼3门105-114A区,39.142239,117.211946,['10:00/23:55'],4.7,1243
云南过桥米线（玉锦路店）,天津市西青区张家窝镇福尚街玉锦路18号内17号商铺,39.061668,117.039352,['08:25/21:00'],4.7,99
云南过桥米线(辛老路店),天津市西青区张家窝镇灵泉南里第四组11号门脸,39.060116,117.038995,['08:30/21:40'],4.9,125
云南过桥米线●黄焖鸡,天津市河北区二贤里7-105,39.156647,117.196264,['08:00/23:55'],4.6,282
云南过桥米线黄焖鸡米饭(亨通店),天津市武清区杨村街平安里21号楼底商15号门脸房,39.382397,117.020704,['10:00/21:00'],4.7,98
云南过桥米线黄焖鸡米饭(佳园北里店),天津市北辰区辰昌路,39.1929593213355,117.12763994612,['10:10/20:40'],4.7,126
云南香沅桥过桥米线砂锅面,**,39.0429059180265,117.232386295916,['09:00/22:00'],4.7,16
云味香过桥米线,天津市静海区静海镇建设路南侧育才楼7-4,39.060031,117.145576,['09:00/22:00'],4.6,60
云海肴云南菜(伊势丹店),天津市和平区南京路108号现代城C区地上八层L805-a,39.119152,117.197251,['10:00/21:00'],4.8,98
云海肴云南菜（天津大悦城店）,天津市南开区南门外大街2号天津大悦城购物中心（北区4f-38a/5f-02a,39.135281,117.180469,['10:30/21:00'],4.8,229
云阳菜馆,天津市南开区宜宾道5号一楼部分,39.123752,117.142044,"['10:00/14:30', '16:30/23:30']",4.9,63
云雅轩黄焖鸡米饭重庆小面,天津市红桥区咸阳北路兴城里6门底商-102,39.179293,117.146355,['09:30/22:00'],4.7,546
云颖烘培坊,辛口镇上辛园底商63-24,39.087037,116.971304,['08:00/21:30'],4.7,0
云鹏家常炒菜馆(大学城店),天津市西青区精武镇付村星期八小镇商业街AB-2-10-11-12,39.051851,117.122085,"['10:20/13:55', '16:00/20:55']",4.3,1
互惠超市,天津市西青区张家窝镇四季雅园40-1-102室,39.05375,117.035578,['10:00/22:00'],0,0
五区快餐盒饭(张家窝店),天津市西青区张家窝镇灵泉南里第三组8号门脸,39.061733,117.038055,"['10:40/14:00', '17:30/20:30']",5,0
五区拉面,天津市河北区新开河街榆关道25号,39.17905,117.184286,['09:00/21:55'],4.8,137
五味养生粥铺,天津市河西区柳江路东侧恒盛大厦2-9号底商,39.076204,117.211354,['00:00/24:00'],4.8,1719
五大连池矿泉水,天津市河北区律笛里2-3-104,39.1649613780498,117.202994318729,['09:00/20:00'],0,0
五洲美唐进口商品超市,天津市河西区大沽南路1118号天津泉汇购物广场二层中厅圆弧2号,39.068431,117.281219,['10:00/20:30'],5,9
五福西点,天津市西青区张家窝镇董庄子步行街玉锦路15-2（S3-04）室,39.062145,117.040362,['09:00/21:00'],4.7,37
五福西点(东菜园店),红桥区西青道东菜园2-5号,39.161467,117.150574,['07:30/21:15'],4.8,100
五福西点(大王庄),天津市河东区积善里4号楼底商首层底商-2号,39.129195,117.221332,['08:30/20:40'],4.8,525
五福西点(微山路店),天津市河西区瑞泰公寓东四号01号底商,39.064753,117.262153,['08:30/21:10'],4.8,222
五福西点（程林东里店）,河西区围堤道珠波里2号楼2门底商,39.14315,117.302259,['09:00/20:35'],4.8,151
五福西点（西青道店）,天津市红桥区幸福里2号楼底商,39.153739,117.141032,['08:00/23:00'],4.9,29
五稻香健康美食汇（天津店）,天津市和平区贵州路16号维也纳酒店一楼A区、B区,39.113109,117.19331,"['11:00/14:00', '17:00/21:00']",5,1
五谷杂粮煎饼（薛庄菜市场店）,天津市西青区张家窝镇玉台路62号转角处,39.065811,117.035958,['05:30/11:30'],0,0
五谷渔粉,天津市河东区大王庄街道八纬路98号冠寓公寓一层23号,39.121564,117.227257,['09:00/24:00'],4.7,81
五谷相宜（张窝店）,天津市西青区张家窝镇物美超市二层1397-F2-B059号,39.067228,117.033786,['10:00/22:00'],0,0
五谷粥铺,天津市河东区大王庄街道八纬路109号家家福市场M-4号,39.118633,117.231874,['06:00/23:00'],4.8,1623
五邑老友记(十一经路店),天津市河东区大王庄街道十一经路71号一层701-30-2店铺,39.12003,117.224091,['10:00/20:50'],4.8,93
井格(国贸店),天津市河西区南京路39号天津国贸购物中心4层15/16号,39.113895,117.21596,['10:00/21:00'],4.9,111
井格(爱琴海店),天津市河东区琳科东路68号(爱琴海购物公园4F420号房),39.121404,117.255192,['10:00/21:00'],4.9,58
亚惠小吃街(嘉里美食广场),天津市河东区六纬路238号嘉里汇B1001+1002单元,39.128101,117.217116,['10:00/19:30'],4.8,895
亚惠小吃街(梅江永旺美食广场),天津市西青区开发区友谊南路111号A区永旺购物中心友谊南路店3层352号,39.02894,117.21921,['10:00/20:00'],4.8,3250
亚惠美食(凯德店),天津市河西区南京路39号天津国贸购物中心B1层10B/11/12号,39.11413,117.21582,['11:00/19:00'],4.5,78
亚惠美食(南楼店),河西区大沽南路澳光大厦底商,39.096756,117.22408,['07:00/20:00'],4.8,1165
亚惠美食(新世界店),天津市南开区东马路138号负一层一号商铺,39.140152,117.190164,['10:00/20:00'],4.8,418
亚惠美食(欧亚达店),天津市红桥区西青道58号FIT03B/FIT05,39.15626,117.15268,['10:00/20:00'],4.8,1249
亚惠美食（西湖道店）,天津市南开区西湖道78号天津人人乐商业有限公司西湖道购物广场内一层A004S403F1014,39.121352,117.152608,['07:30/20:00'],4.8,718
亚杰快餐(玉台路店),天津市西青区张家窝镇玉台路71号,39.067289,117.035673,['09:00/01:00'],4.5,17
亦汐咖啡(留园),天津市海河教育园天津大学北洋园校园留园,39.002341,117.315624,['11:00/20:00'],3.8,12
京东便利店(同方花园店),天津市和平区南市街多伦道50号-底商-10,39.130019,117.191059,['00:00/24:00'],4.9,754
京东便利店(萦东花园店),天津市河东区大桥道萦东温泉花园3-商6号,39.114964,117.250336,['00:00/24:00'],4.9,558
京勺爆烤猪蹄(张家窝店),天津市西青区张家窝镇景园里第四组1号门脸,39.0607211915548,117.038375834603,['10:00/24:00'],4.7,20
京唯鲜(三水道菜市场店),河西区三水道松江里煤业市场部内133号,39.0579349147238,117.256370848914,['09:00/19:00'],5,7
京都特色铁板烤扒饭,天津市东丽区新立街道驯海路搅拌站旁30米,39.107657,117.348554,"['09:30/14:30', '15:30/21:00']",4.6,308
亮亮麻辣烫(师大西门店),天津市西青区精武镇景福花园商业3号楼18-2号,39.057302,117.119206,['08:55/21:00'],4.7,3428
亮仔快餐盒饭黄焖鸡米饭,天津市红桥区晓春新居1-203,39.143477,117.14838,['00:00/24:00'],4.7,708
亮剑串吧(天阔园店),天津市西青区中北镇津杨公路与万卉路交口西南侧天阔园公建2号楼11/15号,39.130388,117.089282,"['11:00/14:00', '16:30/22:30']",4.6,9
亲爱的麻辣烫(滨江道店),天津市和平区小白楼街道滨江道115号102室,39.128361,117.202824,['10:00/23:15'],4.7,346
亲爱的麻辣烫(西青大学城店),天津市西青区精武镇潘楼村潘馨园小区商业街C区19号,39.05878,117.110564,"['10:00/14:00', '16:00/19:30']",4.5,306
人人喜乐超市,天津市北辰区普东街姚江东路商业街姚江东路1号,39.212561,117.192878,['07:00/22:30'],4.8,572
人人水饺,天津市河西区南楼新跃里七号楼107号,39.063476,117.115647,['07:30/21:40'],4.6,58
人民公社大食堂（宜白路店）,天津市河北区中宜里19号楼旁商业网点,39.185341,117.206553,"['10:30/14:00', '16:30/21:00']",4.8,282
亿客炸鸡汉堡,天津市西青区大寺镇大寺村谊龙花园商铺19号,39.011458,117.217961,['09:30/20:30'],4.9,137
仁和居酒楼,天津市南开区黄河道向阳路33号,39.132501,117.133473,"['10:30/14:30', '16:30/21:10']",4.8,256
仁和居锅贴王,天津市西青区中北镇溪华苑2号楼2门底商,39.121617,117.069938,"['10:00/14:20', '16:30/21:25']",4.8,248
今日鲜果,河西区台儿庄路环海公寓2号楼1号底商,39.098891,117.237336,['08:45/02:50'],4.7,267
今晚吃鸡,天津市西青区外环线高速公路9号桥西王顶堤商贸管理有限公司商贸街84-85号,39.10407,117.101183,['17:00/04:00'],4.6,199
今生缘云南过桥米线,天津市河西区长湖路104号,39.068668,117.280036,['08:00/23:00'],4.7,520
今顺餐厅,东丽区规划黄岩路西侧B型24号,39.089524,117.299509,['10:00/22:30'],4.8,346
从简便当,天津市南开区王顶堤昌宁北里平房2号,39.105266,117.143621,['10:00/21:30'],4.8,248
付记板面,天津市北辰区普东街宝利新苑2-1-102,39.193571,117.201517,['07:30/22:00'],4.9,93
仙果果鲜水果店,天津市河北区光复道街昌海公寓10-48-102,39.147825,117.205483,['00:00/23:55'],4.6,60
仙芋世家（北宁湾店）,天津市和平区滨江道欧乐时尚广场B1F15,39.183602,117.210758,['10:00/21:00'],4.8,320
仙芋果园芋圆仙草水果捞,天津市南开区西湖村大街云栖里平房6号,39.121133,117.167849,['09:00/22:00'],4.8,731
仟伊味面馆,天津市北辰区天穆镇王庄村王庄市场11排2号,39.201369,117.124426,['10:30/21:00'],5,22
仟茶,天津海河教育园区雅观路,38.99506,117.335961,['07:30/19:20'],4.8,6
仟饭餐饮,天津市和平区劝业场街辽宁路178号一层,39.12525,117.202702,['10:00/22:00'],4.6,235
伊佳果园,天津市西青区精武镇姚村文博园4号楼102,39.05893,117.11381,['07:00/23:55'],4.7,663
伊兰斋牛肉包子铺,天津市亿通源商贸有限公司咸、开191号,39.184747,117.145971,['08:00/19:00'],4.8,23
伊古莉鲜花(微笑吧鲜花店),天津市东丽区成林到宏亮工业园2号路10号院内,39.1494211960651,117.311410289086,['00:00/23:55'],5,2
伊古莉鲜花（诺言鲜花店）,廊坊市安次区西昌路西环农贸市场B区59、60号,39.514584,116.673349,['00:00/24:00'],3.7,1
伊名牛肉汤,天津市南开区咸阳南路96号增1号,39.125972,117.138479,['11:00/22:00'],4.9,16
伊品椒麻鸡,天津市河北区虹光路20号宁宇家园配2-103,39.181164,117.208129,"['10:00/14:00', '16:00/21:00']",4.7,111
伊品羊汤,天津市红桥区本溪路3号,39.187765,117.141123,['10:00/22:00'],0,0
伊帆鲜花店(南开区店),天津市南开区红旗路140号,39.1213052966668,117.149403297947,['00:00/23:55'],0,0
伊杯奶茶,天津市南开区向阳路街黄河道519号幢号1-117内1号,39.141192,117.121231,['12:00/22:00'],0,0
伊游精品牛肉拉面,天津市津南区双港镇浯水道南侧宝聚家园10-底商4号二楼,39.048562,117.277917,['09:00/22:00'],4.8,125
"伊甸园鲜花 天津武清店",武清步行街77号,39.37955,117.0351,['00:00/24:00'],0,0
伊米蛋糕（东马路店）,红桥区大丰东马路御河湾新苑4-7号楼东侧底商19,39.146501,117.166131,['00:00/24:00'],4.8,7
伊米蛋糕（光华巷店）,天津市和平区劝业场街长春大光华巷10门114-116,39.122249,117.19522,['00:00/24:00'],3.7,3
伊米蛋糕(大学城店),天津市西青区精武镇姚村智达里4-2-102,39.056508,117.115757,['00:00/24:00'],0,0
伊米蛋糕(文苑公寓店),天津市津南区咸水沽镇文苑公寓1#A区-2-9,38.9864,117.38881,['00:00/24:00'],4.9,4
伊米蛋糕（杨村街店）,天津市武清区杨村街一街育才路,39.38804,117.0778,['00:00/24:00'],4.7,8
伊诺源酒楼,天津市南开区罗平道3号,39.119396,117.13715,['12:10/24:00'],4.7,1080
伍佰碗,天津市北辰区北仓镇京津公路第47中学南侧（荣发装饰城C厅美食广场内东10号）,39.236318,117.124706,['00:00/24:00'],4.9,68
休息一会儿(杨楼店),天津市西青区李七庄街静溪园4-1-201,39.053851,117.176711,['06:00/22:00'],5,0
众口香粗粮细面(咸阳北路店),天津市红桥区西于庄街道咸阳北路71号,39.17364,117.14198,['09:00/22:30'],4.7,476
众合奶站,天津市东丽区万新公寓10号楼底商天山南路21号,39.126148,117.280314,['09:00/20:20'],5,6
众品鲜易达,天津市红桥区春风里小区5号楼5门101底商;https://bbqsp.taotao.com,39.187393,117.156145,['10:00/23:00'],5,170
众缘麻辣烫,天津市南开区西湖里四号楼二栋109,39.118847,117.165439,['10:00/22:00'],4.4,0
优一家麻辣香锅,天津市北辰区青光镇杨咀村辰达路与龙泉道交口,39.194276,117.11166,['10:30/21:00'],4.6,328
优优乐炸鸡汉堡（江都路店）,天津市河北区江都路5号-101,39.156646,117.240745,['10:00/20:30'],4.9,25
优可味丰蛋糕店,天津市河东区津塘路与九经路交口,39.127933,117.227556,['00:00/24:00'],5,61
优味汉堡(和平店),天津市和平区新兴路信华楼4-4-103,39.11423,117.1847,['07:00/21:00'],5,16
优咖柠檬,天津市和平区湖南路25号,39.114194,117.204384,['10:30/20:00'],5,7
优品烘焙,天津市西青区精武镇付村星期八商业街A区3-15号,39.057539,117.116959,['10:30/18:00'],5,10
优品阁卤肉饭,天津市西青区李七庄街金奥广场5-204,39.065126,117.192884,['10:00/24:00'],4.8,267
优意客比萨小站,天津市西青区精武镇付村路星期八小镇商业街B-5,39.053302,117.119735,['08:40/23:40'],4.6,194
优晨便利店,天津市西青区卫津南路与丽江道交口东北侧金奥广场9号楼-112商铺,39.065127,117.192017,['00:00/24:00'],4.9,1035
优米粥铺,天津市西青中北镇,39.136735,117.090075,['06:30/21:20'],4.8,641
优米粥铺(佳庆道店),天津市红桥区双环村街佳园南里2-101-104,39.191377,117.13217,['06:30/23:45'],4.8,1355
优米粥铺（和平店）,天津市和平区劝业场街四平东道51号河北路52-56号104、105、106、107、108,39.125941,117.193671,['00:00/24:00'],4.8,78
优米粥铺（日纬路店）,天津市和诶去鸿顺里街日纬路永年里2号楼5门103,39.160773,117.198681,['00:00/24:00'],4.8,1367
优米粥铺(红旗南路店),天津市南开区王顶堤堤东里1号楼4门,39.096901,117.148691,['00:00/24:00'],4.7,1655
优粮卷饼王,天津市南开区王顶堤迎水西里7-3-102,39.092956,117.146361,['07:00/21:00'],4.8,49
优选便利店,天津市西青区李七庄街辛院村辛院综合市场1区17号,39.064543,117.192489,['00:00/24:00'],4.8,116
优醒餐饮店,天津市河东区富民路街道郑庄子63号滨河阳光健身会所共享前厅1号,39.087796,117.252697,['10:00/20:00'],5,9
优鲜壹号（天津林苑菜市场店）,上海市奉贤区金汇镇金星村452号一幢2274室,39.087215,117.142067,['08:30/19:00'],5,0
优鲜果园水果餐厅.轻食(天塔街店),河西区环湖中路滨湖大厦地下一层亲民菜市场内47号,39.087119,117.186164,['09:00/22:30'],5,0
伙计厨房,天津市西青区精武镇姚村公寓春风园11-2-东1-2,39.058539,117.117276,['08:00/22:00'],4.7,169
伟伟小倌羊汤,天津市南开区王顶堤林苑北里8号,39.09042,117.1409,['10:00/20:15'],5,7
伟诚小馆,天津市南开区向阳路街黄河道519号8幢底商104号,39.140625,117.119542,"['06:30/14:00', '16:30/20:00']",0,0
传奇东北老菜馆,河西区环湖中路57号,39.07605,117.19111,['00:00/24:00'],4.5,146
传奇东北菜,天津市南开区天津大学四季村5号楼2门104号,39.108764,117.164361,['10:10/21:00'],4.7,80
传奇霸王餐小份菜,天津市西青区精武镇学畔馨园S4-108二层,39.04916,117.123857,['10:00/21:00'],3.9,143
传统老味海鲜烧烤大排档,天津市红桥区水木天成碧杉园小区后平房,39.165127,117.129863,['17:00/23:30'],4.2,36
低卡笔记(天津店),天津市和平区营口道三乐里增一号,39.114714,117.192804,['10:00/20:00'],4.8,1555
体南小炒(晨阳道店),天津市河东区泰兴南路天池里1号楼前平房-1号,39.139375,117.25211,"['10:00/14:00', '16:30/22:55']",4.9,24
何姐羊汤烧烤,天津市河东区二号桥街地毯路10号-2,39.097225,117.290131,['06:00/00:30'],4.7,249
